DATAFLOW,LAST_UPDATE,freq,unit,hhtyp,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovenia,2022,99.74,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovenia,2023,99.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2004,29.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2005,31.62,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2006,33.79,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2007,60.62,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2008,74.84,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2009,80.90,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2010,85.79,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2011,88.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2012,92.33,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2013,93.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2014,96.11,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2015,95.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2016,95.82,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2017,96.98,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2018,94.56,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2019,96.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2020,91.53,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2021,97.17,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2022,98.95,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Slovakia,2023,98.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2004,7.45,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2007,19.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2008,25.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2009,30.22,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2010,42.50,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2012,48.39,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2013,51.73,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2020,97.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2021,99.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2022,99.32,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Türkiye,2023,99.68,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2002,63.12,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2003,68.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2004,71.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2005,72.98,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2006,76.68,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2007,75.95,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2008,82.28,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2009,89.77,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2010,91.11,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2011,94.38,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2012,95.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2013,89.46,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2014,96.64,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2015,97.72,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2016,99.12,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2017,98.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2018,99.79,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2019,99.73,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,United Kingdom,2020,99.90,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Kosovo*,2017,89.79,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Kosovo*,2018,94.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Kosovo*,2019,93.92,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types with dependent children,Kosovo*,2020,97.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Albania,2018,79.88,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Albania,2020,83.33,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Albania,2021,88.03,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Albania,2022,97.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Albania,2023,96.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2002,26.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2003,32.50,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2004,38.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2005,40.15,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2006,46.38,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2007,53.17,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2008,63.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2009,62.36,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2010,65.82,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2011,69.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2012,73.92,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2013,75.38,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2014,75.58,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2015,77.67,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2016,81.06,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2017,85.69,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2018,85.47,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2019,87.23,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2020,88.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2021,93.45,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2022,91.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Austria,2023,93.24,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bosnia and Herzegovina,2018,61.30,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bosnia and Herzegovina,2019,68.10,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bosnia and Herzegovina,2020,65.52,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bosnia and Herzegovina,2021,67.13,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bosnia and Herzegovina,2023,75.17,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2005,42.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2006,47.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2007,53.43,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2008,57.19,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2009,61.09,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2010,66.55,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2011,70.89,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2012,72.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2013,75.11,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2014,78.42,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2015,76.96,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2016,80.97,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2017,82.07,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2018,83.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2019,86.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2020,88.27,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2021,89.82,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2022,92.93,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Belgium,2023,93.00,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2004,7.98,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2007,16.19,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2008,21.14,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2009,24.99,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2010,28.71,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2011,40.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2012,43.47,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2013,47.51,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2014,49.21,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2015,51.78,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2016,57.52,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2017,61.96,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2018,66.40,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2019,70.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2020,75.55,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2021,79.25,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2022,84.39,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Bulgaria,2023,87.05,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Switzerland,2014,88.02,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Switzerland,2017,91.59,b
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Switzerland,2019,95.07,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Switzerland,2021,98.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Switzerland,2023,99.59,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Cyprus,2004,48.77,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Cyprus,2005,24.37,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Cyprus,2006,27.87,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Cyprus,2007,31.26,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Cyprus,2008,33.34,
ESTAT:ISOC_CI_IN_H(1.0),16/06/24 23:00:00,Annual,Percentage of households,All types without dependent children,Cyprus,2009,41.80,
